station,year,season,summacpreywt,nmacpreysp,nbenthivorespp,nstomtot,meanmacpreywt,meanbenthivorelen.simple,meanbenthivorelen.weighted,depthm,lat,lon,bWT,bSA,bDO,SST
NM20140901088,2014,FALL,0,0,2,4,0,53.4910175,53.4910175,11.15568,37.38,-75.587,18.53,34.62,7.42,18.63
NM20140901089,2014,FALL,1.592,1,3,13,0.122461538,30.03660846,34.33436037,6.2484,37.518,-75.601,17.88,34.36,7.05,17.89
NM20140901090,2014,FALL,4.499,4,2,5,0.8998,42.802286,52.90405798,6.096,37.255,-75.721,17.26,34.19,8.2,17.26
NM20140901091,2014,FALL,1.235,1,2,4,0.30875,51.0549975,57.89664166,5.39496,37.192,-75.761,,,,
NM20140901092,2014,FALL,0.423,2,4,11,0.038454545,33.03816841,33.04820186,18.288,37.393,-75.5,18.51,34.71,7.16,18.69
NM20140901093,2014,FALL,4.569,2,2,4,1.14225,48.4684775,55.26889538,14.53896,37.482,-75.53,18.48,34.62,7.1,18.48
NM20140901094,2014,FALL,0.627,4,4,10,0.0627,27.981471,16.51366022,13.01496,37.243,-75.648,18.82,34.48,7.61,19.15
NM20140901095,2014,FALL,7.448,4,3,5,1.4896,58.56272112,58.72403915,9.81456,37.344,-75.643,18.83,34.65,7.66,18.98
NM20140901096,2014,FALL,0.684,2,2,4,0.171,49.6456175,49.6456175,4.7244,37.144,-75.801,18.14,34.39,7.51,18.13
NM20140901097,2014,FALL,2.493,2,3,5,0.4986,47.14163,47.14163,10.14984,37.174,-75.727,18.52,34.29,7.75,18.59
NM20140901098,2014,FALL,1.452,2,2,7,0.207428571,36.18443286,39.37904025,9.38784,37.15,-75.758,,,,
NM20140901099,2014,FALL,0.678,2,1,3,0.226,63.25183667,63.25183667,9.47928,36.847,-75.902,19.19,33.6,6.85,18.46
NM20140901100,2014,FALL,4.104,3,2,8,0.513,35.56688875,33.16347034,6.858,36.789,-75.944,19.02,32.96,6.88,19.06
NM20140901101,2014,FALL,10.915,2,1,3,3.638333333,58.29130333,58.29130333,9.2964,36.941,-75.878,19.1,34.28,7.26,18.38
NM20140901102,2014,FALL,17.507,3,2,4,4.37675,70.12857878,65.45065928,13.19784,37.136,-75.673,18.97,34.52,7.21,18.96
NM20140901103,2014,FALL,3.065,2,3,9,0.340555556,30.38621222,22.29487256,16.39824,36.96,-75.696,19.01,34.78,7.29,18.29
NM20140901104,2014,FALL,8.968,1,1,3,2.989333333,56.55511667,56.55511667,14.72184,36.995,-75.7,19.11,34.81,7.22,18.03
NM20140901105,2014,FALL,7.418,2,1,3,2.472666667,62.75578333,62.75578333,11.49096,37.067,-75.718,18.9,34.46,7.29,18.71
NM20140901106,2014,FALL,2.962,4,4,11,0.269272727,28.27269,12.88095176,18.10512,36.603,-75.78,19.58,34.66,7,19.75
NM20140901107,2014,FALL,0,0,1,3,0,68.21237,68.21237,11.00328,36.583,-75.824,19.62,34.38,7.06,19.74
NM20140901108,2014,FALL,0.015,1,2,8,0.001875,34.51269875,14.70931465,14.6304,36.644,-75.83,19.57,34.28,6.73,19.66
NM20140901109,2014,FALL,0.324,2,2,8,0.0405,33.14509875,15.92459243,14.72184,36.718,-75.826,19.58,34.49,6.92,19.17
NM20140901110,2014,FALL,3.066,2,2,7,0.438,26.33182,14.2122274,10.91184,36.729,-75.854,19.49,34.29,7.08,19.16
NM20140901111,2014,FALL,9.363,3,4,10,0.9363,39.48718651,15.7142655,12.86256,36.801,-75.86,19.3,34.01,7.28,18.45
NM20140901112,2014,FALL,0.176,1,4,19,0.009263158,25.92847165,17.88920131,6.67512,36.213,-75.752,16.93,33.44,7.2,17.02
NM20140901113,2014,FALL,2.361,2,4,23,0.102652174,22.95290043,19.99660826,9.20496,35.92,-75.591,17.3,33.76,7.22,17.13
NM20140901114,2014,FALL,1.798,4,7,30,0.059933333,21.48110367,20.67524991,15.72768,36.385,-75.722,16.9,34.31,7.19,15.97
NM20140901115,2014,FALL,0.5,5,5,20,0.025,25.2848155,20.54175696,15.57528,36.332,-75.72,16.97,34.3,7.22,15.93
NM20140901116,2014,FALL,0.734,1,3,16,0.045875,25.12695625,18.78134084,13.01496,36.294,-75.729,16.83,33.71,7.19,16.83
NM20140901117,2014,FALL,0.81,3,6,22,0.036818182,23.27270864,19.99974013,15.36192,36.409,-75.76,16.72,34.27,7.2,15.54
NM20140901118,2014,FALL,1.957,3,3,9,0.217444444,33.35072598,35.35583914,12.86256,36.432,-75.793,19.7,34.83,6.66,19.86
NM20140901119,2014,FALL,0.27,2,5,20,0.0135,23.3704715,20.62759883,11.24712,35.812,-75.531,17.09,34.02,6.63,16.86
NM20140901120,2014,FALL,0,0,3,17,0,26.19916176,19.52118841,12.83208,35.572,-75.438,17.45,34.49,7.35,17.19
NM20140901121,2014,FALL,0,0,3,9,0,28.95492333,38.36145282,15.72768,35.295,-75.422,19.12,36.66,6.96,18.96
NM20140901122,2014,FALL,0,0,3,8,0,34.69780875,47.36344088,15.3924,35.469,-75.417,17.88,35.74,7.24,17.67
NM20140901123,2014,FALL,0.086,2,4,14,0.006142857,35.97992554,21.83545126,18.5928,35.777,-75.476,16.99,34.09,7.17,15.47
NM20140901124,2014,FALL,2.198,1,4,15,0.146533333,34.58886383,20.99662663,12.67968,35.832,-75.523,16.99,34.09,7.22,16.25
NM20140901125,2014,FALL,2.85,6,4,21,0.135714286,20.1061481,10.77907854,20.29968,41.126,-72.038,19.42,31.21,7.14,19.42
NM20140901126,2014,FALL,6.003,5,5,22,0.272863636,35.84524227,8.723900142,23.86584,41.299,-71.619,18.4,32.56,7.32,18.35
NM20140901127,2014,FALL,1.175,2,5,17,0.069117647,25.93126176,11.48650912,19.75104,41.165,-71.972,19.46,31.18,7.08,19.45
NM20140901128,2014,FALL,3.066,7,8,31,0.098903226,26.07672009,15.72170416,40.5384,41.241,-71.925,18.98,32.29,6.87,19.33
NM20140901129,2014,FALL,2.797,6,6,32,0.08740625,26.61088688,9.600674286,44.5008,41.17,-71.694,18.42,32.53,7.3,18.68
NM20140901130,2014,FALL,8.5427,7,8,40,0.2135675,27.35217207,10.25229603,34.4424,41.275,-71.685,18.42,32.55,7.28,18.41
NM20140901131,2014,FALL,21.017,7,6,31,0.677967742,30.40224677,11.25529305,28.956,41.205,-71.778,18.53,32.3,7.11,18.7
NM20140901132,2014,FALL,1.421,5,8,30,0.047366667,29.41798667,9.267005602,32.3088,41.258,-71.816,18.42,32.47,7.34,18.44
NM20140901133,2014,FALL,4.041,5,7,26,0.155423077,36.40543262,8.975022283,30.1752,41.242,-71.825,18.57,32.31,7.08,18.69
NM20140901134,2014,FALL,0.735,5,5,12,0.06125,32.002665,18.27324911,30.7848,41.167,-71.903,19.36,31.38,7.25,19.38
NM20140901135,2014,FALL,6.252,7,5,26,0.240461538,28.38118692,8.562510928,28.956,41.177,-71.531,18.24,32.7,7.49,18.24
NM20140901136,2014,FALL,3.353,8,6,23,0.145782609,26.3261313,7.978350589,22.86,41.347,-71.451,17.81,32.74,7.78,18.12
NM20140901137,2014,FALL,0.49,1,5,18,0.027222222,22.65310476,7.762163777,24.62784,41.373,-71.121,18.01,32.41,7.34,18.16
NM20140901138,2014,FALL,2.602,6,4,25,0.10408,23.5329668,10.16553398,19.32432,41.428,-71.218,18.07,32.46,7.49,18.01
NM20140901139,2014,FALL,1.556,4,6,28,0.055571429,21.68886821,8.733975926,36.8808,41.285,-71.5,18.11,33.07,5.15,18.33
NM20140901140,2014,FALL,2.307,7,6,22,0.104863636,22.57036545,8.196373654,30.7848,41.302,-71.515,18.49,32.61,7.26,18.31
NM20140901141,2014,FALL,2.345,6,4,14,0.1675,22.30207929,8.433409146,27.432,41.367,-70.91,17.45,32.9,5.24,17.92
NM20140901142,2014,FALL,2.714,6,6,26,0.104384615,26.05888137,8.700000277,26.94432,41.333,-70.948,17.53,32.77,7.17,18
NM20140901143,2014,FALL,4.216,9,6,25,0.16864,28.4405144,7.651181981,28.68168,41.318,-71.217,17.7,32.69,6.82,18.16
NM20140901144,2014,FALL,10.798,10,8,41,0.263365854,29.9251679,10.29540045,35.3568,41.259,-71.324,18.11,33.11,7.08,17.57
NM20140901145,2014,FALL,11.154,11,6,20,0.5577,23.15039159,9.187336631,30.48,41.319,-71.023,17.68,32.68,7.25,17.87
NM20140901146,2014,FALL,6.73,12,9,43,0.156511628,27.00455046,10.61227578,39.624,41.202,-71.419,18.49,32.94,7.2,18.37
NM20140901147,2014,FALL,3.943,3,4,20,0.19715,21.4614725,9.279583447,22.43328,41.423,-71.419,17.57,32.69,6.26,18
NM20140901148,2014,FALL,3.459,6,6,32,0.10809375,26.56238938,28.97751416,35.9664,41.297,-71.042,17.05,32.96,4.43,17.92
NM20140901149,2014,FALL,14.783,15,7,43,0.343790698,26.08224512,13.06123795,36.576,41.149,-71.408,17.58,33.27,4.64,18.36
NM20140901150,2014,FALL,18.453,8,6,32,0.57665625,25.11925438,9.291209533,36.576,41.248,-71.461,18.59,32.94,7.28,18.32
NM20150401001,2015,SPRING,9.292,7,5,17,0.546588235,32.23207745,40.26245477,11.52144,41.015,-71.968,9.2,33.68,9.5,9.63
NM20150401002,2015,SPRING,6.995,7,5,23,0.304130435,35.47184183,36.30609793,14.478,41.021,-71.908,8.38,34,9.22,9.5
NM20150401003,2015,SPRING,40.718,8,6,32,1.2724375,29.70769185,41.17539001,11.61288,40.919,-72.233,10.1,33.65,9.22,10.42
NM20150401004,2015,SPRING,18.339,9,6,24,0.764125,30.8926125,42.63827258,10.08888,40.929,-72.21,10.05,33.51,9.04,10.66
NM20150401005,2015,SPRING,12.45,14,6,30,0.415,24.93786067,27.9090324,15.8496,40.863,-72.351,10.57,33.81,9.38,10.62
NM20150401006,2015,SPRING,31.196,10,7,33,0.945333333,31.9334202,34.46499142,12.00912,40.887,-72.308,10.3,33.77,9.35,10.28
NM20150401007,2015,SPRING,45.609,12,6,38,1.200236842,33.38277344,39.24765933,12.31392,40.94,-72.17,9.8,33.64,9.39,10.87
NM20150401008,2015,SPRING,14.362,8,6,26,0.552384615,25.82804846,20.42389223,7.62,40.823,-72.507,10.67,33.61,9.18,10.9
NM20150401009,2015,SPRING,7.75,10,6,18,0.430555556,32.37927715,39.85627715,7.0104,40.781,-72.658,11.61,33.73,9.22,11.65
NM20150401010,2015,SPRING,1.149,5,4,13,0.088384615,28.17305077,38.84182226,11.8872,40.771,-72.672,11.42,33.67,9.41,11.44
NM20150401011,2015,SPRING,0.535,7,6,26,0.020576923,29.87338277,21.38624452,11.5824,40.623,-73.197,10.1,34.01,8.71,13.04
NM20150401012,2015,SPRING,3.8158,7,7,35,0.109022857,31.7126545,16.3109672,13.4112,40.643,-73.085,10.01,34.1,9.33,12.17
NM20150401013,2015,SPRING,7.739,6,8,29,0.266862069,36.75268926,24.62359009,8.86968,40.615,-73.253,9.71,34.62,9.98,13.34
NM20150401014,2015,SPRING,0.531,4,6,24,0.022125,28.8167925,30.71921632,9.26592,40.554,-73.608,9.33,34.92,9.93,10.86
NM20150401015,2015,SPRING,7.605,9,6,20,0.38025,37.66682662,37.85965653,15.17904,40.569,-73.371,8.49,35.04,9.09,15.28
NM20150401016,2015,SPRING,1.549,3,6,28,0.055321429,27.44137513,34.0630648,10.72896,40.599,-73.385,9.61,34.82,9.79,13.71
NM20150401017,2015,SPRING,3.667,12,5,18,0.203722222,36.89010303,26.53680507,13.44168,40.545,-73.458,8.85,35.07,9.39,13.95
NM20150401018,2015,SPRING,8.105,12,6,31,0.261451613,24.70918129,17.33625643,10.33272,40.566,-73.771,8.83,34.92,10.09,12.95
NM20150401019,2015,SPRING,0.489,3,4,9,0.054333333,34.00758333,36.90868007,11.82624,40.534,-73.827,8.83,34.92,10.09,12.95
NM20150401020,2015,SPRING,9.571,6,6,24,0.398791667,26.00793583,17.33746465,13.59408,40.547,-73.707,8.48,35.07,10.01,12.84
NM20150401021,2015,SPRING,13.02,11,5,25,0.5208,29.353884,14.04982957,18.288,40.379,-73.904,6.78,35.26,9.28,13.18
NM20150401022,2015,SPRING,5.975,9,7,32,0.18671875,25.55712438,18.37587637,18.47088,40.283,-73.93,6.17,35.37,8.6,12.49
NM20150401023,2015,SPRING,29.131,8,7,23,1.266565217,40.87884298,18.07872682,7.58952,39.844,-74.077,7.35,35.08,9.82,13.28
NM20150401024,2015,SPRING,39.005,9,8,26,1.500192308,36.16482878,39.17931194,7.95528,39.732,-74.103,12.13,34.1,9.4,13.53
NM20150401025,2015,SPRING,3.554,11,6,15,0.236933333,46.16448406,41.88471104,16.03248,39.843,-74.005,6.61,35.59,8.84,14.13
NM20150401026,2015,SPRING,0.596,3,8,27,0.022074074,38.09830537,39.86600385,15.97152,40.123,-74.004,6.99,35.4,9.2,14.16
NM20150401027,2015,SPRING,4.907,8,7,27,0.181740741,30.99932363,15.4590178,14.9352,39.856,-74.059,7.32,35.11,9.37,13.76
NM20150401028,2015,SPRING,19.333,5,9,19,1.017526316,38.30227369,35.4570304,7.98576,39.246,-74.573,12.32,34.02,8.63,12.87
NM20150401029,2015,SPRING,7.524,9,9,25,0.30096,38.19187768,40.17957286,8.16864,39.435,-74.257,12.23,34.11,9.31,14.14
NM20150401030,2015,SPRING,18.669,9,11,30,0.6223,34.11252483,47.42818465,11.43,39.454,-74.257,13,34.04,9.65,14.54
NM20150401031,2015,SPRING,37.563,10,7,20,1.87815,46.08033732,43.05777529,5.91312,39.316,-74.421,11.06,34.53,9.16,12.64
NM20150401032,2015,SPRING,12.904,6,5,15,0.860266667,33.64645094,22.17026477,18.80616,39.557,-74.055,6.69,35.43,10.02,14.36
NM20150401033,2015,SPRING,2.555,6,4,9,0.283888889,37.56224667,40.69752103,17.19072,39.52,-74.105,6.58,35.39,9.46,14.4
NM20150401034,2015,SPRING,14.63,11,9,22,0.665,33.10818839,29.28836533,15.02664,39.333,-74.281,10.89,34.55,9.52,13.25
NM20150401035,2015,SPRING,2.009,9,8,19,0.105736842,39.79975811,43.09044948,11.76528,39.372,-74.305,11.66,34.47,9.65,13.24
NM20150401036,2015,SPRING,17.1159,6,5,15,1.14106,41.7586506,39.35140457,13.74648,39.254,-74.468,10.73,34.57,8.78,12.81
NM20150401037,2015,SPRING,13.453,9,10,22,0.6115,40.22784763,45.59464378,13.53312,39.243,-74.522,10.3,34.85,8.09,12.7
NM20150401038,2015,SPRING,10.6633,8,12,34,0.313626471,32.84118209,43.74242758,12.192,39.083,-74.692,11.68,34.3,8.26,16.92
NM20150401039,2015,SPRING,10.295,9,6,15,0.686333333,44.479369,50.47364333,10.668,38.971,-74.655,13.13,34.94,9.02,14.77
NM20150401040,2015,SPRING,16.708,11,8,13,1.285230769,35.26166286,43.04879852,19.812,38.953,-74.547,8.42,35.45,8.8,14.38
NM20150401041,2015,SPRING,9.926,4,5,9,1.102888889,42.07091641,40.59645187,17.3736,38.95,-74.55,11.41,34.67,9.44,14.88
NM20150401042,2015,SPRING,12.118,3,4,10,1.2118,56.64426659,57.05069102,12.40536,38.956,-74.599,11.67,34.73,9.38,14.23
NM20150401043,2015,SPRING,1.448,3,6,12,0.120666667,56.79630782,53.95299205,17.19072,39.068,-74.596,10.06,34.68,8.8,14.3
NM20150401044,2015,SPRING,1.43,2,6,19,0.075263158,33.48629285,31.61327347,16.67256,39.096,-74.6,10.51,34.41,9.46,15.5
NM20150401045,2015,SPRING,7.788,10,8,25,0.31152,37.34385421,33.1179717,11.97864,39.12,-74.664,13.29,33.93,8.42,14.32
NM20150401046,2015,SPRING,10.193,8,6,18,0.566277778,44.04908064,10.99907611,14.0208,39.062,-74.694,13.17,34.54,9.03,16.14
NM20150401047,2015,SPRING,11.3145,8,7,15,0.7543,44.02408918,41.67928484,10.0584,38.488,-75.031,12.36,33.52,9.67,15.14
NM20150401048,2015,SPRING,44.226,7,8,23,1.922869565,40.98275895,46.63434333,7.1628,38.854,-74.893,13.7,35.04,9.01,13.96
NM20150401049,2015,SPRING,4.009,4,7,20,0.20045,39.62037071,20.30778865,8.71728,38.908,-74.801,13.36,34.64,9.23,15.22
NM20150401050,2015,SPRING,34.2,11,9,33,1.036363636,28.73526697,26.65068531,11.8872,38.667,-75.031,12.67,33.39,7.65,13.56
NM20150401051,2015,SPRING,12.573,5,7,17,0.739588235,36.64906353,29.63615461,17.92224,38.833,-74.671,10.4,35.22,9.23,14.83
NM20150401052,2015,SPRING,8.148,4,4,12,0.679,51.10832641,55.4987282,10.3632,38.681,-74.772,11.47,35.27,8.88,12.31
NM20150401053,2015,SPRING,6.97,8,6,17,0.41,43.38243247,43.06617023,11.18616,38.708,-74.759,11.43,35.25,9.31,14.81
NM20150401054,2015,SPRING,10.335,5,8,19,0.543947368,40.97768808,29.30887033,9.66216,38.847,-74.815,11.81,35.23,8.9,14.04
NM20150401055,2015,SPRING,0.353,2,5,13,0.027153846,34.35072846,32.81071146,10.9728,38.479,-74.908,11.04,34.52,8.7,14.2
NM20150401056,2015,SPRING,10.747,7,7,21,0.511761905,31.98107667,29.63195329,13.1064,38.532,-74.969,12.05,33.82,8.8,15.21
NM20150401057,2015,SPRING,1.0794,5,9,22,0.049063636,28.30353955,9.888762246,14.23416,38.62,-74.971,12.19,34.12,8.62,14.89
NM20150401058,2015,SPRING,2.28,6,8,35,0.065142857,32.41061276,12.92427109,12.4968,38.646,-75.007,12.36,33.74,8.18,14.62
NM20150401059,2015,SPRING,14.8065,8,9,19,0.779289474,36.02870446,33.1975062,25.908,38.654,-74.84,,,,
NM20150401060,2015,SPRING,6.433,4,5,13,0.494846154,33.83104231,26.29755781,19.812,38.595,-74.88,9.68,35.5,8.62,14.5
NM20150401061,2015,SPRING,20.824,9,6,16,1.3015,46.00520606,34.24973874,19.5072,38.627,-74.877,9.99,35.36,8.79,13.86
NM20150401062,2015,SPRING,16.065,3,3,11,1.460454545,32.21122,23.58807672,17.6784,38.579,-74.906,9.78,35.43,8.34,14.01
NM20150401063,2015,SPRING,3.98,7,9,38,0.104736842,28.03446229,15.67600445,30.48,38.79,-74.976,12.56,34.69,8.97,14.02
NM20150401064,2015,SPRING,18.921,9,7,16,1.1825625,39.39436942,55.36763025,8.8392,38.433,-75.033,12.4,33.58,9.54,15.68
NM20150401065,2015,SPRING,10.549,7,4,13,0.811461538,47.32873445,53.12034201,12.4968,38.053,-75.131,10.57,34.92,8.98,14.35
NM20150401066,2015,SPRING,63.193,10,7,16,3.9495625,41.08822518,49.83513143,15.8496,38.343,-74.834,9.73,35.64,8.93,14.55
NM20150401067,2015,SPRING,52.009,7,4,12,4.334083333,32.55875167,33.85629548,19.812,38.351,-74.864,9.86,35.55,9.63,14.99
NM20150401068,2015,SPRING,4.104,4,5,15,0.2736,35.22230171,44.13508168,17.12976,38.393,-74.86,9.94,35.46,8.22,12.75
NM20150401069,2015,SPRING,22.2921,7,8,21,1.061528571,37.21005286,19.36424439,16.09344,38.403,-74.883,10.26,35.14,8.31,14.22
NM20150401070,2015,SPRING,10.401,8,7,17,0.611823529,37.00692625,11.16067649,18.288,38.372,-74.948,10.13,35.36,9.82,15.78
NM20150401071,2015,SPRING,16.096,9,5,18,0.894222222,27.49373222,10.94208587,18.288,38.37,-74.96,9.88,35.51,8.82,15.39
NM20150401072,2015,SPRING,30.835,8,8,30,1.027833333,29.69828967,34.66124116,12.8016,38.42,-75.017,11.35,34.06,8.93,15.5
NM20150401073,2015,SPRING,3.571,7,4,16,0.2231875,33.01178875,44.23124213,15.5448,38.324,-75.036,10.75,34.75,8.62,14.17
NM20150401074,2015,SPRING,0.184,3,3,14,0.013142857,28.95358786,34.1999597,6.03504,37.606,-75.577,13.88,34.71,8.47,14.28
NM20150401075,2015,SPRING,2.664,6,5,17,0.156705882,36.48518588,36.29594584,8.2296,37.945,-75.267,10.66,34.68,8.52,13.98
NM20150401076,2015,SPRING,8.061,5,5,15,0.5374,39.42548067,52.26112078,9.20496,37.823,-75.343,12.96,34.28,8.42,14.25
NM20150401077,2015,SPRING,5.616,6,9,27,0.208,27.51211963,26.67767871,5.57784,37.816,-75.42,13.01,34.05,8.25,14.46
NM20150401078,2015,SPRING,4.222,5,5,22,0.191909091,30.70094818,22.11424438,8.13816,37.627,-75.562,14.04,34.29,7.96,14.42
NM20150401079,2015,SPRING,23.98,9,7,17,1.410588235,49.64013618,55.58375614,20.1168,38.003,-75.057,9.55,35.67,8.69,14.38
NM20150401080,2015,SPRING,12.633,6,8,19,0.664894737,37.33836246,24.69011784,14.41704,37.897,-75.202,9.73,35.41,8.47,13.96
NM20150401081,2015,SPRING,45.629,9,9,25,1.82516,36.13472787,19.16161286,12.192,37.832,-75.242,9.61,35.53,8.61,14.02
NM20150401082,2015,SPRING,33.16,8,7,15,2.210666667,33.79074891,33.90570896,15.45336,37.705,-75.348,9.86,35.52,8.85,13.61
NM20150401083,2015,SPRING,22.732,5,7,17,1.337176471,46.53070518,34.1097261,14.26464,37.728,-75.369,9.91,35.44,8.8,13.97
NM20150401084,2015,SPRING,31.31,8,7,18,1.739444444,36.82566667,30.77118079,15.30096,37.633,-75.424,9.89,35.14,8.86,14
NM20150401085,2015,SPRING,5.147,7,6,16,0.3216875,39.95860229,24.27491053,16.6116,37.592,-75.454,10.68,34.87,8.9,14.01
NM20150401086,2015,SPRING,14.304,6,8,20,0.7152,31.9233437,31.95812107,14.50848,37.717,-75.472,10.33,34.59,8.53,14.37
NM20150401087,2015,SPRING,11.81,6,4,13,0.908461538,34.15986538,41.15372579,8.13816,37.529,-75.496,10.53,35.03,7.99,12.02
NM20150401088,2015,SPRING,16.565,4,6,11,1.505909091,46.53887842,51.45232,8.19912,37.534,-75.521,11.15,34.53,8.91,13.31
NM20150401089,2015,SPRING,3.735,6,6,24,0.155625,27.8166025,27.35853679,6.94944,37.53,-75.593,13.23,34.4,7.88,14.16
NM20150401090,2015,SPRING,35.463,5,4,12,2.95525,53.56302504,57.62068258,6.00456,37.219,-75.738,11.87,34.94,8.7,15
NM20150401091,2015,SPRING,14.106,4,3,7,2.015142857,55.07638571,57.05383921,7.52856,37.198,-75.753,12.26,34.95,8.48,12.82
NM20150401092,2015,SPRING,23.223,4,5,10,2.3223,34.90184177,34.90184177,13.95984,37.357,-75.544,10.25,35.05,8.64,14.14
NM20150401093,2015,SPRING,11.627,6,5,15,0.775133333,46.80844723,52.32883361,14.3256,37.205,-75.567,10.12,35.18,9.07,10.72
NM20150401094,2015,SPRING,39.567,6,6,12,3.29725,52.61226236,55.55075551,16.24584,37.279,-75.596,10.18,35.04,9.19,13.45
NM20150401095,2015,SPRING,26.975,6,4,9,2.997222222,51.15078889,59.21755003,12.8016,37.346,-75.594,10.13,35.06,8.74,13.91
NM20150401096,2015,SPRING,0.313,3,6,15,0.020866667,27.14036,33.08668262,6.30936,36.847,-75.96,10.8,34.25,9.42,14.51
NM20150401097,2015,SPRING,16.37,2,4,8,2.04625,57.4023949,59.32350598,6.76656,37.083,-75.819,11.9,35.05,8.47,11.95
NM20150401098,2015,SPRING,9.762,6,4,10,0.9762,52.48013148,49.84300391,5.4864,37.129,-75.816,12.63,34.81,8.31,12.97
NM20150401099,2015,SPRING,2.124,3,5,16,0.13275,30.0745525,30.05966836,11.00328,36.767,-75.892,10.07,34.84,9.12,11.53
NM20150401100,2015,SPRING,91.681,3,4,10,9.1681,46.501102,59.87628008,9.35736,36.947,-75.879,10.9,35.11,8.96,12.85
NM20150401101,2015,SPRING,1.365,1,3,9,0.151666667,36.58173778,44.45437926,7.13232,36.791,-75.931,10.27,34.69,8.96,11.96
NM20150401102,2015,SPRING,13.542,3,6,14,0.967285714,46.51476887,50.48306247,15.02664,36.657,-75.687,9.09,35.48,9.13,11.59
NM20150401103,2015,SPRING,68.739,4,4,14,4.909928571,56.74263868,65.6383133,14.23416,37.046,-75.721,11.09,35.14,8.97,12.35
NM20150401104,2015,SPRING,35.125,6,3,8,4.390625,68.9843921,63.70721784,12.25296,37.146,-75.709,11.55,34.98,8.85,13.05
NM20150401105,2015,SPRING,39.093,6,5,9,4.343666667,54.75836069,64.38960073,13.44168,37.003,-75.741,11.23,35.13,8.86,12.41
NM20150401106,2015,SPRING,20.436,5,6,19,1.075578947,33.87772526,46.01455089,15.60576,36.895,-75.904,10.15,35.09,8.92,13.76
NM20150401107,2015,SPRING,19.462,10,5,11,1.769272727,41.20726091,50.65510875,12.13104,37.032,-75.77,11.46,35.08,8.86,11.48
NM20150401108,2015,SPRING,5.365,8,7,22,0.243863636,35.11385573,27.04187029,14.1732,36.555,-75.79,11.08,35.19,9.57,16.11
NM20150401109,2015,SPRING,11.282,6,4,17,0.663647059,37.27189059,41.78862854,11.85672,36.754,-75.867,9.22,35,9.29,13.43
NM20150401110,2015,SPRING,68.892,4,4,12,5.741,41.55563833,59.77815422,9.50976,36.895,-75.852,10.59,35.23,8.95,14.14
NM20150401111,2015,SPRING,54.136,4,5,11,4.921454545,42.69143091,58.71420422,11.64336,36.932,-75.904,11.14,34.91,8.88,12.78
NM20150401112,2015,SPRING,0.389,2,4,16,0.0243125,26.7546525,15.9151384,8.2296,36.212,-75.751,10.7,34.91,9.11,13.64
NM20150401113,2015,SPRING,5.591,3,4,20,0.27955,28.2818725,16.26883041,11.76528,36.079,-75.679,10.81,34.87,8.76,12
NM20150401114,2015,SPRING,5.778,1,4,19,0.304105263,25.63567947,16.92631498,13.28928,35.854,-75.548,10.59,34.65,8.63,12.33
NM20150401115,2015,SPRING,2.127,2,5,19,0.111947368,24.66659737,31.6802711,16.09344,35.929,-75.561,10.32,35.14,8.72,12.12
NM20150401116,2015,SPRING,1.588,3,5,19,0.083578947,28.70594678,20.77870134,13.28928,36.329,-75.773,10.85,35.24,9.01,15.7
NM20150401117,2015,SPRING,0.158,2,4,13,0.012153846,33.38214462,47.04991688,16.55064,36.391,-75.756,10.78,35.28,9.19,14.09
NM20150401118,2015,SPRING,0.62,2,4,13,0.047692308,42.27141959,51.6663863,17.86128,36.445,-75.756,10.98,35.26,9.44,16.06
NM20150401119,2015,SPRING,0.451,2,4,16,0.0281875,27.91429085,26.10449503,9.6012,35.734,-75.486,10.95,34.09,8.84,13.15
NM20150401120,2015,SPRING,0.003,1,4,14,0.000214286,24.67121792,38.46681942,12.25296,35.471,-75.457,10.63,35.06,8.77,13.94
NM20150401121,2015,SPRING,0.196,1,4,14,0.014,25.68106317,30.59927324,15.33144,35.495,-75.421,10.35,35.67,8.84,13.57
NM20150401122,2015,SPRING,0.119,2,4,12,0.009916667,24.86350583,32.91321815,12.25296,35.496,-75.445,10.38,35.55,8.89,14.98
NM20150401123,2015,SPRING,0.934,4,3,14,0.066714286,28.785685,24.51585675,13.4112,35.756,-75.438,9.95,35.64,8.95,13.51
NM20150401124,2015,SPRING,0.875,1,4,17,0.051470588,30.76183998,22.53201363,15.11808,35.795,-75.472,9.88,35.46,8.84,12.39
NM20150401125,2015,SPRING,62.351,9,8,56,1.113410714,30.05181946,16.37372206,21.85416,41.306,-71.633,7.98,34.82,9.25,9.69
NM20150401126,2015,SPRING,5.886,9,6,29,0.202965517,29.28513034,38.94899332,23.53056,41.139,-71.728,8.16,33.93,9.73,8.95
NM20150401127,2015,SPRING,11.897,8,7,40,0.297425,25.58801375,29.44631553,23.4696,41.08,-71.973,9.56,32.81,9.75,9.63
NM20150401128,2015,SPRING,47.083,16,6,47,1.001765957,27.28948994,12.53973118,34.1376,41.238,-71.61,9.21,34.74,9.04,9.91
NM20150401129,2015,SPRING,31.241,10,7,50,0.62482,23.9236418,23.23473675,34.4424,41.25,-71.746,7.76,34.57,9.43,10
NM20150401130,2015,SPRING,22.117,13,8,43,0.514348837,28.15500209,19.54362021,27.7368,41.195,-71.763,8.21,34.11,9.69,9.03
